run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,participants,participant_days,observations,sites,derivation_support_hours,derivation_support_status,derivation_support_unavailability_reason,sample_status,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,run_order,run_label,data_label,placement_label,sample_label
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,107,478,478,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,7,"Alternative preprocessing near-eye, paired/common sample",Alternative preprocessing,Near eye,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,1,interdaily_stability,participant,gaussian,logit,0,0,0,0,,not_applicable,prepared_scenario_unavailable,NON_ESTIMABLE,participant,gaussian,logit,odds_ratio,FALSE,0,1,,Transformed residual and influence checks,Interdaily stability,IS,dynamics-based,dimensionless,Repeated-day regularity,Gaussian after logit transformation,Participant,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,2,intradaily_variability,participant,gaussian,identity,0,0,0,0,,not_applicable,prepared_scenario_unavailable,NON_ESTIMABLE,participant,gaussian,identity,difference,FALSE,0,,,Residual spread and influence checks,Intradaily variability,IV,dynamics-based,dimensionless,Within-day fragmentation,Gaussian on the identity scale,Participant,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",Mean melEDI,Mean,level-based,lx,Daily geometric mean,Gaussian after log10(value + 0.1),Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,Influence and upper-tail checks,Brightest 10 h mean,M10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,111,592,592,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,112,615,615,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian response model,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,112,621,621,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Late-evening cluster check,First light timing above 250 lx melEDI,FLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Early-morning cluster check,Last light timing above 250 lx melEDI,LLIT250,timing-based,clock time,Boundary-censoring rule,Gaussian on the linear clock scale,Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,"Offset, influence, and upper-tail checks",melEDI dose,Dose,exposure-history-based,lx·h,Time-sensitive missing-coverage correction,Gaussian after log10(value + 0.1),Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,107,478,478,8,,unavailable,alternative_preprocessing_artifacts_do_not_retain_exact_support_minutes,FITTED,participant_day,gaussian,identity,difference,FALSE,0,,,"Distribution, viable-minute support, upper-tail, and influence checks",Melanopic daylight efficacy ratio,MDER,spectrum-based,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Gaussian on the identity scale,Participant-day,8,"Alternative preprocessing chest, paired/common sample",Alternative preprocessing,Chest,Paired/common
